date currency_code rate
2020-05-30 TMT 20,2438
2020-05-30 UZS 69,7820
2020-05-30 UAH 26,2872
2020-05-30 CZK 29,0801
2020-05-30 SEK 74,7109
2020-05-30 CHF 73,4475
2020-05-30 ZAR 40,3090
2020-05-30 KRW 57,1992
2020-05-30 JPY 65,9539
2020-05-31 AUD 47,0642
2020-05-31 AZN 41,7047
2020-05-31 GBP 87,0603
2020-05-31 AMD 14,6212
2020-05-31 BYN 29,3516
2020-05-31 BGN 40,1612
2020-05-31 BRL 13,0903
2020-05-31 HUF 22,5045
2020-05-31 HKD 91,2576
2020-05-31 DKK 10,5366
2020-05-31 USD 70,7520
2020-05-31 EUR 78,5489
2020-05-31 INR 93,5638
2020-05-31 KZT 17,1643
2020-05-31 CAD 51,3850
2020-05-31 KGS 95,9470
2020-05-31 CNY 99,0079
2020-05-31 MDL 40,4876
2020-05-31 NOK 72,4866
2020-05-31 PLN 17,6364
2020-05-31 RON 16,2175
2020-05-31 XDR 96,6161
2020-05-31 SGD 50,0616
2020-05-31 TJS 69,0432
2020-05-31 TRY 10,3762
2020-05-31 TMT 20,2438
2020-05-31 UZS 69,7820
2020-05-31 UAH 26,2872
2020-05-31 CZK 29,0801
2020-05-31 SEK 74,7109
2020-05-31 CHF 73,4475
2020-05-31 ZAR 40,3090
2020-05-31 KRW 57,1992
2020-05-31 JPY 65,9539
2020-06-01 AUD 47,0642
2020-06-01 AZN 41,7047
2020-06-01 GBP 87,0603
2020-06-01 AMD 14,6212
2020-06-01 BYN 29,3516
2020-06-01 BGN 40,1612
2020-06-01 BRL 13,0903
2020-06-01 HUF 22,5045
2020-06-01 HKD 91,2576
2020-06-01 DKK 10,5366
2020-06-01 USD 70,7520
2020-06-01 EUR 78,5489
2020-06-01 INR 93,5638
2020-06-01 KZT 17,1643
2020-06-01 CAD 51,3850
2020-06-01 KGS 95,9470
2020-06-01 CNY 99,0079
2020-06-01 MDL 40,4876
2020-06-01 NOK 72,4866
2020-06-01 PLN 17,6364
2020-06-01 RON 16,2175
2020-06-01 XDR 96,6161
2020-06-01 SGD 50,0616
2020-06-01 TJS 69,0432
2020-06-01 TRY 10,3762
2020-06-01 TMT 20,2438
2020-06-01 UZS 69,7820
2020-06-01 UAH 26,2872
2020-06-01 CZK 29,0801
2020-06-01 SEK 74,7109
2020-06-01 CHF 73,4475
2020-06-01 ZAR 40,3090
2020-06-01 KRW 57,1992
2020-06-01 JPY 65,9539
2020-06-02 AUD 46,9367
2020-06-02 AZN 41,0913
2020-06-02 GBP 86,4561
2020-06-02 AMD 14,4062
2020-06-02 BYN 29,0198
2020-06-02 BGN 39,6809
2020-06-02 BRL 13,0636
2020-06-02 HUF 22,5050
2020-06-02 HKD 89,9305
2020-06-02 DKK 10,4137
2020-06-02 USD 69,7114
2020-06-02 EUR 77,6376
2020-06-02 INR 92,2880
2020-06-02 KZT 17,0579
2020-06-02 CAD 50,8397
2020-06-02 KGS 94,4663
2020-06-02 CNY 97,7322
2020-06-02 MDL 39,8921
2020-06-02 NOK 72,1262
2020-06-02 PLN 17,5405
2020-06-02 RON 15,9753
2020-06-02 XDR 95,6454
2020-06-02 SGD 49,5145
2020-06-02 TJS 68,0277
2020-06-02 TRY 10,2281
2020-06-02 TMT 19,9460
2020-06-02 UZS 68,7557
2020-06-02 UAH 25,9886
2020-06-02 CZK 28,8732
2020-06-02 SEK 74,2234
2020-06-02 CHF 72,6766
2020-06-02 ZAR 39,8695
2020-06-02 KRW 56,7493
2020-06-02 JPY 64,8810
2020-06-03 AUD 47,1086
2020-06-03 AZN 40,6620
2020-06-03 GBP 86,4289
2020-06-03 AMD 14,2586
2020-06-03 BYN 28,7466
2020-06-03 BGN 39,3762
2020-06-03 BRL 12,8532
2020-06-03 HUF 22,2907
2020-06-03 HKD 89,0024
2020-06-03 DKK 10,3311
2020-06-03 USD 68,9831
2020-06-03 EUR 76,7782
2020-06-03 INR 91,5350
2020-06-03 KZT 17,1470
2020-06-03 CAD 51,0532
2020-06-03 KGS 93,8294
2020-06-03 CNY 97,0117
2020-06-03 MDL 39,5319
2020-06-03 NOK 72,1890
2020-06-03 PLN 17,5151
2020-06-03 RON 15,8977
2020-06-03 XDR 94,5931
2020-06-03 SGD 49,1753
2020-06-03 TJS 67,1532
2020-06-03 TRY 10,1283
2020-06-03 TMT 19,7377
2020-06-03 UZS 67,9750
2020-06-03 UAH 25,7376
2020-06-03 CZK 28,9031
2020-06-03 SEK 73,7456
2020-06-03 CHF 72,0074
2020-06-03 ZAR 39,8438
2020-06-03 KRW 56,4136
2020-06-03 JPY 64,0304
2020-06-04 AUD 47,1828
2020-06-04 AZN 40,2837
2020-06-04 GBP 86,0007
2020-06-04 AMD 14,0997
2020-06-04 BYN 28,6234
2020-06-04 BGN 39,1708
2020-06-04 BRL 13,1408
2020-06-04 HUF 22,1463
2020-06-04 HKD 88,1778
2020-06-04 DKK 10,2800
2020-06-04 USD 68,3413
2020-06-04 EUR 76,6243
2020-06-04 INR 90,5483
2020-06-04 KZT 17,1193
2020-06-04 CAD 50,5483
2020-06-04 KGS 92,9192
2020-06-04 CNY 96,1038
2020-06-04 MDL 39,3331
2020-06-04 NOK 71,9647
2020-06-04 PLN 17,4795
2020-06-04 RON 15,8348
2020-06-04 XDR 94,0274
2020-06-04 SGD 48,8816
2020-06-04 TJS 66,5284
2020-06-04 TRY 10,1585
2020-06-04 TMT 19,5540
2020-06-04 UZS 67,3380
2020-06-04 UAH 25,5239
2020-06-04 CZK 28,8555
2020-06-04 SEK 73,5889
2020-06-04 CHF 70,9818
2020-06-04 ZAR 40,1038
2020-06-04 KRW 56,1136
2020-06-04 JPY 62,8397
2020-06-05 AUD 47,5721
2020-06-05 AZN 40,6809
2020-06-05 GBP 86,3379
2020-06-05 AMD 14,3036
2020-06-05 BYN 28,7707
2020-06-05 BGN 39,5072
2020-06-05 BRL 13,6315
2020-06-05 HUF 22,3542
2020-06-05 HKD 89,0483
2020-06-05 DKK 10,3665
2020-06-05 USD 69,0151
2020-06-05 EUR 77,3245
2020-06-05 INR 91,3182
2020-06-05 KZT 17,2213
2020-06-05 CAD 51,1185
2020-06-05 KGS 93,8984
2020-06-05 CNY 96,9068
2020-06-05 MDL 39,8586
2020-06-05 NOK 72,6437
2020-06-05 PLN 17,4386
2020-06-05 RON 15,9772
2020-06-05 XDR 94,9876
2020-06-05 SGD 49,2086
2020-06-05 TJS 67,1843
2020-06-05 TRY 10,2001
2020-06-05 TMT 19,7468
2020-06-05 UZS 68,0065
2020-06-05 UAH 25,8470
2020-06-05 CZK 28,9038
2020-06-05 SEK 73,8248
2020-06-05 CHF 71,7711
2020-06-05 ZAR 40,5396
2020-06-05 KRW 56,6236
2020-06-05 JPY 63,2325
