date currency_code rate
2020-05-29 JPY 65,9413
2020-05-30 AUD 47,0642
2020-05-30 AZN 41,7047
2020-05-30 GBP 87,0603
2020-05-30 AMD 14,6212
2020-05-30 BYN 29,3516
2020-05-30 BGN 40,1612
2020-05-30 BRL 13,0903
2020-05-30 HUF 22,5045
2020-05-30 HKD 91,2576
2020-05-30 DKK 10,5366
2020-05-30 USD 70,7520
2020-05-30 EUR 78,5489
2020-05-30 INR 93,5638
2020-05-30 KZT 17,1643
2020-05-30 CAD 51,3850
2020-05-30 KGS 95,9470
2020-05-30 CNY 99,0079
2020-05-30 MDL 40,4876
2020-05-30 NOK 72,4866
2020-05-30 PLN 17,6364
2020-05-30 RON 16,2175
2020-05-30 XDR 96,6161
2020-05-30 SGD 50,0616
2020-05-30 TJS 69,0432
2020-05-30 TRY 10,3762
